id,name,album,album_id,artists,artist_ids,track_number,disc_number,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,year,release_date
0muagXUrPCHrzEkQ7ZmkvR,Shottas,3/23 (LongLiveRobertTaylors),3nF0CPZKvcMkvKXHa3CHWb,['Berg Redstar'],['4maV9Fw6dicVXgpyhXDFPm'],5,1,True,0.52,0.628,8,-9.087,1,0.534,0.0981,0.0,0.131,0.362,159.828,212857,4.0,2020,2020-11-18
3RT4qV0XRY8BdhN73MdRR5,Friday,3/23 (LongLiveRobertTaylors),3nF0CPZKvcMkvKXHa3CHWb,['Berg Redstar'],['4maV9Fw6dicVXgpyhXDFPm'],6,1,True,0.691,0.594,1,-10.473,1,0.341,0.5589999999999999,0.0,0.688,0.5529999999999999,140.149,178436,4.0,2020,2020-11-18
18UUWeuyrnNrXXLG031iub,Federal Indictment,3/23 (LongLiveRobertTaylors),3nF0CPZKvcMkvKXHa3CHWb,['Berg Redstar'],['4maV9Fw6dicVXgpyhXDFPm'],7,1,True,0.597,0.509,1,-9.687,1,0.4,0.151,0.0,0.216,0.212,101.727,178436,3.0,2020,2020-11-18
0X9fBzB0JyF4cTIfspq4DM,44,3/23 (LongLiveRobertTaylors),3nF0CPZKvcMkvKXHa3CHWb,['Berg Redstar'],['4maV9Fw6dicVXgpyhXDFPm'],8,1,True,0.855,0.556,0,-9.731,0,0.163,0.146,8.08e-06,0.156,0.162,109.978,178886,4.0,2020,2020-11-18
6D3uOWB9SpXQgYqQdduTHu,Gotta be a way out,3/23 (LongLiveRobertTaylors),3nF0CPZKvcMkvKXHa3CHWb,"['Berg Redstar', 'Bigdawg Piff']","['4maV9Fw6dicVXgpyhXDFPm', '53t8XgXPhZr16ZJD37EPh8']",9,1,True,0.6859999999999999,0.465,9,-11.742,1,0.4379999999999999,0.513,0.0,0.252,0.488,85.046,327887,4.0,2020,2020-11-18
08ofboy41dw49q7DA7Zohh,I Thought Wrong,Cartier Vision,6qLbcpstVreuKrpeJmCIgD,['Cartier God'],['0JNHpdag1QhEEdQkKQvquh'],1,1,True,0.486,0.524,1,-8.49,1,0.2,0.62,0.000108,0.154,0.251,113.575,132362,4.0,2020,2020-11-14
4cVaPPuyMv5ceXoAUhWw8D,I Wanna Know,Cartier Vision,6qLbcpstVreuKrpeJmCIgD,['Cartier God'],['0JNHpdag1QhEEdQkKQvquh'],2,1,True,0.3329999999999999,0.563,0,-7.606,1,0.2269999999999999,0.518,0.617,0.163,0.358,97.273,97149,4.0,2020,2020-11-14
2VW2Ip6mEdgroNC985aErm,Late Nyte Loverz,Cartier Vision,6qLbcpstVreuKrpeJmCIgD,['Cartier God'],['0JNHpdag1QhEEdQkKQvquh'],3,1,True,0.242,0.662,4,-8.256,1,0.177,0.0399,0.0,0.163,0.349,175.03799999999995,211409,5.0,2020,2020-11-14
5laPbj21WRFlkYSa0r4bsr,Cuz I'm On,Cartier Vision,6qLbcpstVreuKrpeJmCIgD,['Cartier God'],['0JNHpdag1QhEEdQkKQvquh'],4,1,True,0.382,0.6859999999999999,10,-7.202000000000001,1,0.132,0.0685,0.00278,0.326,0.496,133.616,146782,4.0,2020,2020-11-14
2A7RuncNjDRwQVQhenSoal,Model X,Cartier Vision,6qLbcpstVreuKrpeJmCIgD,['Cartier God'],['0JNHpdag1QhEEdQkKQvquh'],5,1,True,0.5660000000000001,0.477,7,-10.237,1,0.102,0.0469,4.85e-06,0.13,0.171,139.963,150936,4.0,2020,2020-11-14
3XfdurhMtgRocEhCinDsxT,Cartier'Vision,Cartier Vision,6qLbcpstVreuKrpeJmCIgD,['Cartier God'],['0JNHpdag1QhEEdQkKQvquh'],6,1,True,0.266,0.6559999999999999,6,-7.4929999999999986,0,0.152,0.00619,0.0,0.6890000000000001,0.213,164.43200000000004,140878,4.0,2020,2020-11-14
5nWRhOEux83g6DZYMARIpw,Transylvania,Cartier Vision,6qLbcpstVreuKrpeJmCIgD,"['Cartier God', 'Diamonds on my dick']","['0JNHpdag1QhEEdQkKQvquh', '55NZPuzpZIWbgjFopQw6wI']",7,1,True,0.465,0.62,1,-8.276,1,0.043,0.0156,0.0,0.193,0.173,141.858,139651,4.0,2020,2020-11-14
5CFlPoX0LBzF85ser1iRe2,Later On,Cartier Vision,6qLbcpstVreuKrpeJmCIgD,['Cartier God'],['0JNHpdag1QhEEdQkKQvquh'],8,1,True,0.325,0.5770000000000001,0,-7.83,1,0.0764,0.561,0.0,0.0928,0.618,148.44299999999996,135706,4.0,2020,2020-11-14
19LuYr3lvfS7shfNVzrFeq,Always Forever,Cartier Vision,6qLbcpstVreuKrpeJmCIgD,['Cartier God'],['0JNHpdag1QhEEdQkKQvquh'],9,1,True,0.267,0.6759999999999999,10,-9.191,0,0.208,0.109,6.55e-06,0.131,0.264,94.34,112640,4.0,2020,2020-11-14
1qqliaUO1SwshgIrfhhZlX,2020 Vision,Cartier Vision,6qLbcpstVreuKrpeJmCIgD,"['Cartier God', 'Hi C', 'Diamonds on my dick']","['0JNHpdag1QhEEdQkKQvquh', '2mnjg5RPoHrYZ9bOKaEY1G', '55NZPuzpZIWbgjFopQw6wI']",10,1,True,0.352,0.445,1,-9.748,0,0.307,0.0146,0.0644,0.604,0.348,72.12,185078,4.0,2020,2020-11-14
3loCmxMaA8E9TDSkV90sIG,Fell 4 U,Cartier Vision,6qLbcpstVreuKrpeJmCIgD,['Cartier God'],['0JNHpdag1QhEEdQkKQvquh'],11,1,True,0.355,0.866,5,-7.505,1,0.053,0.654,0.0116,0.0491,0.654,78.3,122880,4.0,2020,2020-11-14
5Tcg9wrAeQuYLDkAvsacFA,Trap Phone,Cartier Vision,6qLbcpstVreuKrpeJmCIgD,['Cartier God'],['0JNHpdag1QhEEdQkKQvquh'],12,1,True,0.604,0.8340000000000001,5,-7.141,0,0.19,0.0825,2.17e-06,0.342,0.496,130.092,195788,4.0,2020,2020-11-14
0D9daYpf44VNA9rkBDEl6C,In Da Mood,Cartier Vision,6qLbcpstVreuKrpeJmCIgD,"['Cartier God', 'Based In London']","['0JNHpdag1QhEEdQkKQvquh', '6bx5I1qcYJP2QbMbVFsC0X']",13,1,True,0.406,0.611,1,-8.17,1,0.0395,0.182,0.00069,0.28,0.2269999999999999,140.03,147357,4.0,2020,2020-11-14
4pKuMtJ6DR3yJFsblYQ5MG,Can I Call U Bay,Cartier Vision,6qLbcpstVreuKrpeJmCIgD,['Cartier God'],['0JNHpdag1QhEEdQkKQvquh'],14,1,True,0.46,0.6940000000000001,0,-7.693,0,0.0575,0.0552,0.0,0.537,0.455,150.002,244846,4.0,2020,2020-11-14
5CUz41HRCDeFFTx6G30tIl,Futuristic,Cartier Vision,6qLbcpstVreuKrpeJmCIgD,"['Cartier God', 'Lil Shine', 'Play With Guns']","['0JNHpdag1QhEEdQkKQvquh', '5jcQ8hCc6NiBRww1AervT9', '0EYTHvldX0hV4AuF69bpBM']",15,1,True,0.43,0.742,1,-7.417000000000002,1,0.131,0.0015,0.0,0.46,0.439,79.062,112483,5.0,2020,2020-11-14
1rUfPGdGJFOdR2c7nsWDJB,R039,Cartier Vision,6qLbcpstVreuKrpeJmCIgD,['Cartier God'],['0JNHpdag1QhEEdQkKQvquh'],16,1,True,0.6409999999999999,0.556,3,-8.546,1,0.0408,0.357,0.00162,0.09,0.6509999999999999,77.446,120242,4.0,2020,2020-11-14
0YYolTmIEUkPK5fG6erD2I,I'm Gone,Cartier Vision,6qLbcpstVreuKrpeJmCIgD,['Cartier God'],['0JNHpdag1QhEEdQkKQvquh'],17,1,True,0.302,0.947,8,-7.649,0,0.47,0.00454,0.023,0.16,0.436,160.043,209058,4.0,2020,2020-11-14
4Xh3JQqU0veulqqUl6MpAZ,Rainy Day,Cartier Vision,6qLbcpstVreuKrpeJmCIgD,['Cartier God'],['0JNHpdag1QhEEdQkKQvquh'],18,1,True,0.41,0.627,4,-8.277000000000001,0,0.27,0.000558,0.0692,0.0846,0.407,131.063,116167,4.0,2020,2020-11-14
3IXt7U2YfjoEbo4SHu4FbK,So Many Hoes,Cartier Vision,6qLbcpstVreuKrpeJmCIgD,"['Cartier God', 'Yung Bang Bang']","['0JNHpdag1QhEEdQkKQvquh', '2qBLxZltZscvZemyL0qX7S']",19,1,True,0.337,0.62,1,-8.581,1,0.0447,0.0197,0.0,0.505,0.153,139.721,315768,4.0,2020,2020-11-14
4uAxT4UaqM9v8hyLLdyrms,Spit on God,Devoured by Damnation,79PINYYz25uXPG80z5MKu0,['Kratornas'],['2l02TDovt0xwUQCI1YpnE7'],1,1,True,0.2,0.977,7,-4.534,1,0.181,1.34e-05,0.845,0.0896,0.0607,130.203,284314,4.0,2016,2016-12-08
2cF6lov0l2vxr75aRPzUPT,Dead Burning Christ,Devoured by Damnation,79PINYYz25uXPG80z5MKu0,['Kratornas'],['2l02TDovt0xwUQCI1YpnE7'],2,1,True,0.179,0.992,7,-5.08,1,0.182,1.87e-06,0.722,0.208,0.0346,123.696,190772,3.0,2016,2016-12-08
0JY2Zmi4XOTnwcH41WIyp0,Archangels of Destruction,Devoured by Damnation,79PINYYz25uXPG80z5MKu0,['Kratornas'],['2l02TDovt0xwUQCI1YpnE7'],3,1,True,0.173,0.987,7,-4.355,1,0.195,4.11e-06,0.873,0.316,0.036,122.355,145844,4.0,2016,2016-12-08
3v7YM8Do7qyRnE5ZUI6Nek,Deluge After Massacre,Devoured by Damnation,79PINYYz25uXPG80z5MKu0,['Kratornas'],['2l02TDovt0xwUQCI1YpnE7'],4,1,True,0.11,0.968,7,-4.928999999999999,1,0.109,5.6e-06,0.921,0.375,0.0355,163.451,157200,4.0,2016,2016-12-08
3VniPRvu8SLyFZspczJFwF,Blood of the Devil,Devoured by Damnation,79PINYYz25uXPG80z5MKu0,['Kratornas'],['2l02TDovt0xwUQCI1YpnE7'],5,1,True,0.114,0.985,7,-4.864,1,0.1889999999999999,1.56e-06,0.918,0.295,0.0393,160.561,194927,4.0,2016,2016-12-08
3ZLP4lGIJ4RTrFeQRsGcZh,Evil Is Reborn,Devoured by Damnation,79PINYYz25uXPG80z5MKu0,['Kratornas'],['2l02TDovt0xwUQCI1YpnE7'],6,1,True,0.174,0.968,7,-4.822,1,0.128,6.96e-06,0.8759999999999999,0.235,0.0523,84.76700000000002,351606,4.0,2016,2016-12-08
1SHOdrcLJ0VDOdaE9pQdUK,Devoured by Damnation,Devoured by Damnation,79PINYYz25uXPG80z5MKu0,['Kratornas'],['2l02TDovt0xwUQCI1YpnE7'],7,1,True,0.1689999999999999,0.992,7,-5.317,1,0.2239999999999999,3.23e-06,0.885,0.324,0.0426,157.334,289843,4.0,2016,2016-12-08
6jR0LnRPtui3cdGXfifA01,Cadavers of Gods,Devoured by Damnation,79PINYYz25uXPG80z5MKu0,['Kratornas'],['2l02TDovt0xwUQCI1YpnE7'],8,1,True,0.221,0.979,7,-5.233,1,0.158,8.47e-06,0.904,0.243,0.035,111.644,161357,4.0,2016,2016-12-08
4PnLBbpkvJ4MN49aiFjkbz,Huios Diabolus,Devoured by Damnation,79PINYYz25uXPG80z5MKu0,['Kratornas'],['2l02TDovt0xwUQCI1YpnE7'],9,1,True,0.114,0.992,4,-4.436,0,0.225,3.63e-06,0.747,0.2739999999999999,0.0386,165.078,150826,4.0,2016,2016-12-08
7oKToTVqsgf90TJykFArLy,World Within Demons,Devoured by Damnation,79PINYYz25uXPG80z5MKu0,['Kratornas'],['2l02TDovt0xwUQCI1YpnE7'],10,1,True,0.17,0.978,7,-5.452000000000001,1,0.267,4.2700000000000015e-05,0.92,0.3229999999999999,0.037,166.81400000000005,229151,4.0,2016,2016-12-08
0IIxjw1QeGZQAuySoaJ12t,Make Worry for Me,Make Worry for Me,2JqFRtiOmao3clRBylvjDM,"['Matt Sweeney', 'Bonnie ""Prince"" Billy']","['6IpGCPfdHtfNZwSGihxXSj', '2zAvisjImPICTNsRgagqlV']",1,1,False,0.5589999999999999,0.353,0,-11.78,0,0.0284,0.62,0.8370000000000001,0.11,0.193,105.048,238987,4.0,2020,2020-11-21
651ruMnzi8mo1vlEnS0xg2,"Brandenburg Concerto No. 1 in F Major, BWV 1046: I. […]","The Super Audio Collection, Vol. 7",7mq4uvjkoiZce7SfFO0XKP,"['Johann Sebastian Bach', 'Dunedin Consort', 'John Butt']","['5aIqB5nVVvmFsvSdExz408', '59U4fdjDvEG4CZhSIZiWKT', '4aYc6yoP53lJmEeiRj9rNt']",1,1,False,0.465,0.36,3,-15.35,1,0.0355,0.939,0.4589999999999999,0.0798,0.8079999999999999,86.505,243827,4.0,2014,2014-07-21
2lg3V0S1zMQFVtnWvDKudm,"Les nuits d’été, Op. 7: I. Villanelle","The Super Audio Collection, Vol. 7",7mq4uvjkoiZce7SfFO0XKP,"['Hector Berlioz', 'Karen Cargill', 'Robin Ticciati', 'Scottish Chamber Orchestra']","['11T8SOX82xraocZzUXzkvM', '3PB3QQQFChWoOgid9HCNMP', '4A9aeKqfVywjfhZRnbAhTG', '45y5kS0Nhm3v7Do6W5dbcS']",2,1,False,0.49,0.128,5,-17.250999999999998,1,0.0648,0.992,3.41e-05,0.12,0.341,125.19,135800,4.0,2014,2014-07-21
04u5aqx89Gc1axP2lQ696l,"Piano Concerto No. 2 in F Minor, Op. 21: III. Allegro vivace","The Super Audio Collection, Vol. 7",7mq4uvjkoiZce7SfFO0XKP,"['Frédéric Chopin', 'Ingrid Fliter', 'Jun Markl', 'Scottish Chamber Orchestra']","['7y97mc3bZRFXzT2szRM4L4', '7iUbgcO0RSM8jJHbXNnrdq', '69ZwC2PyjJXhXn3XJ86zgd', '45y5kS0Nhm3v7Do6W5dbcS']",3,1,False,0.313,0.17,1,-18.945,1,0.0347,0.988,0.8959999999999999,0.141,0.0648,98.025,532133,4.0,2014,2014-07-21
30f2voO3ZfUuU1L8ly7YWE,"Requiem in D Minor, K. 626: IX. Domine Jesu","The Super Audio Collection, Vol. 7",7mq4uvjkoiZce7SfFO0XKP,"['Wolfgang Amadeus Mozart', 'Dunedin Consort', 'John Butt']","['4NJhFmfw43RLBLjQvxDuRS', '59U4fdjDvEG4CZhSIZiWKT', '4aYc6yoP53lJmEeiRj9rNt']",4,1,False,0.457,0.41,2,-13.815,1,0.046,0.987,2.31e-06,0.132,0.2239999999999999,99.499,197160,4.0,2014,2014-07-21
2GsGZ6GZe2mNcbstBaoy87,"Sonata in D Minor, Op.5, No. 7: III. Sarabanda. Largo","The Super Audio Collection, Vol. 7",7mq4uvjkoiZce7SfFO0XKP,"['Arcangelo Corelli', 'The Avison Ensemble']","['5dmMpIyAVaH6b9FLFgWPrF', '0ZMhyUTfl3DEOlUT1Z04mX']",5,1,False,0.213,0.0581,0,-23.19,0,0.0446,0.865,2.72e-05,0.11,0.143,134.888,104133,3.0,2014,2014-07-21
7wvqmXHDPx5LXqDqYSilGn,"La vera costanza, Hob. 28/8: Già la morte in mante nero","The Super Audio Collection, Vol. 7",7mq4uvjkoiZce7SfFO0XKP,"['Franz Joseph Haydn', 'William Berger', 'Nicholas McGegan', 'Scottish Chamber Orchestra']","['656RXuyw7CE0dtjdPgjJV6', '5iJhikN4986GWQqVmcwnOi', '6tW7J49UTzVDW9ns4E37D1', '45y5kS0Nhm3v7Do6W5dbcS']",6,1,False,0.288,0.1009999999999999,3,-20.103,1,0.0524,0.984,0.00199,0.1669999999999999,0.25,86.43,275787,4.0,2014,2014-07-21
2Zn71QIUPjG6WqzAOwUWcN,"Fantasien, Op. 116 No. 2: Intermezzo in A Minor","The Super Audio Collection, Vol. 7",7mq4uvjkoiZce7SfFO0XKP,"['Johannes Brahms', 'Sivan Magen']","['5wTAi7QkpP6kp8a54lmTOq', '4nKNM3Xhk62UlBqthP8U8Q']",7,1,False,0.406,0.00911,2,-28.705,0,0.0667,0.988,0.919,0.1009999999999999,0.108,116.482,257373,4.0,2014,2014-07-21
69POtYVdDGh8OhH2bC5GUz,"L’enfance du Christ: Partie II, La fuite en Égypte - L’adieu des bergers","The Super Audio Collection, Vol. 7",7mq4uvjkoiZce7SfFO0XKP,"['Hector Berlioz', 'Robin Ticciati', 'Swedish Radio Symphony Orchestra', 'Swedish Radio Shymphony Choir']","['11T8SOX82xraocZzUXzkvM', '4A9aeKqfVywjfhZRnbAhTG', '0K6ufQj8JzIZPPkvZrEwJS', '2Z9czrEd9VqmKWFqNQSWOa']",8,1,False,0.179,0.0542,4,-27.075,1,0.0381,0.978,0.305,0.332,0.106,83.708,242627,3.0,2014,2014-07-21
1v5By5qTaHX1a3S32VRSdj,"Johannes Passion, BWV 245: Aria. Ich folge dir gleichfalls mit freudigen Schritten","The Super Audio Collection, Vol. 7",7mq4uvjkoiZce7SfFO0XKP,"['Johann Sebastian Bach', 'Dunedin Consort', 'John Butt']","['5aIqB5nVVvmFsvSdExz408', '59U4fdjDvEG4CZhSIZiWKT', '4aYc6yoP53lJmEeiRj9rNt']",9,1,False,0.483,0.0706,9,-18.706,1,0.0644,0.947,0.0,0.0834,0.517,74.773,205160,4.0,2014,2014-07-21
2YuekXa0fA3ekYQ0gCtMzL,"Les Gentils Airs - ou Airs Connus, ajustèe en duo, pour bassoon seul accompagné d’un clavecin: Les Sauvages","The Super Audio Collection, Vol. 7",7mq4uvjkoiZce7SfFO0XKP,"['Anonymous', 'Peter Whelan', 'Ensemble Marsyas']","['4kCZ5nyurc9eIqLJfUcW0Y', '0oEozFbdfXQPoJ0UbroMMl', '6rh7QfSFeFuF4huO0vB7IT']",10,1,False,0.466,0.149,1,-24.579,0,0.0282,0.989,0.944,0.24,0.858,96.071,126120,4.0,2014,2014-07-21
67kqVxuU8MWU1Y8ROorQtu,"Pargoletta, che non sai","The Super Audio Collection, Vol. 7",7mq4uvjkoiZce7SfFO0XKP,"['Salomone Rossi', 'Profeti Della Quinta']","['6a6jOstbybWng75GhQTTYH', '2925hQbrcaaFN6uGKPAvNm']",11,1,False,0.472,0.145,8,-19.639,0,0.0526,0.959,0.0,0.351,0.5539999999999999,70.28,194520,4.0,2014,2014-07-21
5iMmmlnNxh4y0cbBSHx0zD,Set a5 in g: II. On the Playnsong - a5,"The Super Audio Collection, Vol. 7",7mq4uvjkoiZce7SfFO0XKP,"['William Lawes', 'Phantasm']","['0Gxz996oqVXdiI7GGdR15B', '11Bs9ajBLOhJZvoEgcreha']",12,1,False,0.174,0.0337,1,-24.227,0,0.0441,0.772,0.8140000000000001,0.141,0.1169999999999999,118.716,257120,4.0,2014,2014-07-21
77v4Y1wMoHaL1ZfHWUKyAM,Ave Maria,"The Super Audio Collection, Vol. 7",7mq4uvjkoiZce7SfFO0XKP,"['Robert Parsons', 'Magnificat', 'Philip Cave']","['6us1158nvVaTON7T2kCcXJ', '0RbYYpNKrcAYwQgT0rH5WD', '1VMDCceAYBqAe83dn5EzgM']",13,1,False,0.0632,0.123,5,-22.701,1,0.0501,0.993,0.1669999999999999,0.0755,0.0354,66.859,291960,3.0,2014,2014-07-21
5rPwNtihfxij4vNzRe5QB2,Flute Concerto: IV. Scherzo,"The Super Audio Collection, Vol. 7",7mq4uvjkoiZce7SfFO0XKP,"['Christopher Rouse', 'Katherine Bryan', 'Jac van Steen', 'Royal National Sottish Orchestra']","['4vcYbZ99sbqJHZWEsONSrb', '7Fkskojn3HQIInRKMtebeP', '0Cq6rd7z1NtE6cDAh9DeYN', '34ymKOUlMfA8Z1W3jQbPS8']",14,1,False,0.3229999999999999,0.3389999999999999,3,-17.766,1,0.0899,0.8909999999999999,0.807,0.204,0.216,81.78399999999998,293120,4.0,2014,2014-07-21
002GRX5WTCrSk0IlZXYOK5,Holding Back,"The Super Audio Collection, Vol. 7",7mq4uvjkoiZce7SfFO0XKP,"['Dougie MacLean', 'John Logan', 'Royal National Sottish Orchestra']","['63gizE0cqalXVpwZdZHY47', '6C18g4lNmrndurnxlq5jjP', '34ymKOUlMfA8Z1W3jQbPS8']",15,1,False,0.337,0.095,2,-17.090999999999998,1,0.0312,0.901,0.00164,0.159,0.1969999999999999,94.806,293573,4.0,2014,2014-07-21
7Eb2fDe6W0ZNafEFdF1iBR,Your Very Soul,"The Super Audio Collection, Vol. 7",7mq4uvjkoiZce7SfFO0XKP,['Amy Duncan'],['62nAc9jlN4vWaPMoJ9SNnT'],16,1,False,0.608,0.151,7,-20.45,1,0.032,0.904,0.0241,0.114,0.0894,108.002,222080,4.0,2014,2014-07-21
1yzNf9YaLSPJ4eAVqxe4nw,What’ll I Do?,"The Super Audio Collection, Vol. 7",7mq4uvjkoiZce7SfFO0XKP,"['Irving Berlin', 'Claire Martin']","['32zXZpxwb2bq7oGzAhe1Ii', '7iIgJB2PSutn6IYzwdTomh']",17,1,False,0.503,0.0294,5,-22.12,1,0.0423,0.974,8.75e-06,0.0841,0.138,125.98,223467,4.0,2014,2014-07-21
6MZ06T1UmpDmchoXbMJSU9,Sleeping Horses,"The Super Audio Collection, Vol. 7",7mq4uvjkoiZce7SfFO0XKP,['Emily Barker'],['25uHIpsCWoj8wEHFOEhbuV'],18,1,False,0.524,0.0428,0,-15.707,1,0.0326,0.8540000000000001,3.37e-06,0.1119999999999999,0.148,68.074,181520,4.0,2014,2014-07-21
0hIwylu5ElxNPzenkvroQ9,Generosity Killed This Cat,Outside Looking In,6593Ah1sdkajacrTYnZqjX,['Lonesome River Band'],['0wcvmmlzeqzW318K6lsynU'],1,1,False,0.642,0.8009999999999999,9,-6.026,1,0.0308,0.303,0.0,0.0696,0.7709999999999999,96.573,268724,4.0,2019,2019-05-24
0jgP474Bl7cMbTvifeUhgV,New Ballards Branch,Outside Looking In,6593Ah1sdkajacrTYnZqjX,['Lonesome River Band'],['0wcvmmlzeqzW318K6lsynU'],2,1,False,0.659,0.843,11,-5.955,1,0.032,0.314,0.0,0.095,0.92,101.998,234766,4.0,2019,2019-05-24
3VWOhAcl2nv0VimxuzKrNt,Outside Looking In,Outside Looking In,6593Ah1sdkajacrTYnZqjX,['Lonesome River Band'],['0wcvmmlzeqzW318K6lsynU'],3,1,False,0.5479999999999999,0.654,7,-7.398,1,0.0334,0.151,0.0,0.12,0.633,181.862,222691,4.0,2019,2019-05-24
0zbiP59wpDk34k1NLA9RL1,If I Had A Cheating Heart,Outside Looking In,6593Ah1sdkajacrTYnZqjX,['Lonesome River Band'],['0wcvmmlzeqzW318K6lsynU'],4,1,False,0.579,0.8420000000000001,11,-6.791,1,0.0329,0.0579999999999999,6.54e-05,0.295,0.931,132.959,260988,4.0,2019,2019-05-24
0VU3FTJ93Ap43MDO8bd9zG,Cassidy's Prayer Book,Outside Looking In,6593Ah1sdkajacrTYnZqjX,['Lonesome River Band'],['0wcvmmlzeqzW318K6lsynU'],5,1,False,0.6659999999999999,0.657,5,-8.039,1,0.0317,0.426,0.0,0.118,0.547,101.997,194989,4.0,2019,2019-05-24
4EIjnKW9hGNBmiPiYIafiF,Little Magnolia,Outside Looking In,6593Ah1sdkajacrTYnZqjX,['Lonesome River Band'],['0wcvmmlzeqzW318K6lsynU'],6,1,False,0.488,0.674,0,-6.6610000000000005,1,0.0337,0.319,0.0,0.0551,0.6829999999999999,184.966,155660,3.0,2019,2019-05-24
7sh8JE99hspbCS5yNJ5max,Going With The Flow,Outside Looking In,6593Ah1sdkajacrTYnZqjX,['Lonesome River Band'],['0wcvmmlzeqzW318K6lsynU'],7,1,False,0.695,0.77,2,-7.284,1,0.0305,0.3389999999999999,0.0,0.1119999999999999,0.8240000000000001,101.054,194504,4.0,2019,2019-05-24
7HNndY86t8vtqDcl9Ds5z0,Circle Of Lies,Outside Looking In,6593Ah1sdkajacrTYnZqjX,['Lonesome River Band'],['0wcvmmlzeqzW318K6lsynU'],8,1,False,0.617,0.684,9,-7.631,1,0.0344,0.316,0.0,0.198,0.293,93.929,185224,4.0,2019,2019-05-24
57mZCkXVl4Z8l7E1Sgxj4X,Wreck Of My Heart,Outside Looking In,6593Ah1sdkajacrTYnZqjX,['Lonesome River Band'],['0wcvmmlzeqzW318K6lsynU'],9,1,False,0.6509999999999999,0.731,7,-5.6679999999999975,1,0.0291,0.4270000000000001,0.0,0.148,0.693,98.455,199784,4.0,2019,2019-05-24
7s2RotKI1OUkEML4gIpmq8,Your Memory Wins Again,Outside Looking In,6593Ah1sdkajacrTYnZqjX,['Lonesome River Band'],['0wcvmmlzeqzW318K6lsynU'],10,1,False,0.626,0.899,2,-5.362,1,0.0346,0.143,6e-06,0.113,0.897,131.111,157830,4.0,2019,2019-05-24
4OoTeiU3EHx1zHFELYLONF,Home Of The Red Fox,Outside Looking In,6593Ah1sdkajacrTYnZqjX,['Lonesome River Band'],['0wcvmmlzeqzW318K6lsynU'],11,1,False,0.57,0.838,11,-6.412000000000001,1,0.036,0.135,0.0425,0.13,0.938,114.007,225118,4.0,2019,2019-05-24
3rWgLWPD3jhVX7925xG9GZ,Rough And Tumble Heart,Outside Looking In,6593Ah1sdkajacrTYnZqjX,['Lonesome River Band'],['0wcvmmlzeqzW318K6lsynU'],12,1,False,0.662,0.7509999999999999,7,-5.901,1,0.0295,0.3,0.0,0.186,0.65,99.895,175364,3.0,2019,2019-05-24
0WKgWg1OoX6Do1manDjEMK,Calling Elvis,Outside Looking In,6593Ah1sdkajacrTYnZqjX,['Lonesome River Band'],['0wcvmmlzeqzW318K6lsynU'],13,1,False,0.619,0.867,10,-8.107999999999999,0,0.0315,0.0879,0.0601,0.21,0.677,115.994,293909,4.0,2019,2019-05-24
1qYJwb92agpjxsM3qe7Bnu,Sirius,A Pilot Project: A Return to the Alan Parsons Project,1mtBjOfcul9ppHF0pz0WDX,['Pilot'],['2kCHDp01zBEg4Y2J3cVTpS'],1,1,False,0.584,0.505,11,-13.906,0,0.0315,0.2239999999999999,0.312,0.105,0.319,112.018,113213,4.0,2014,2014-08-03
3teDauiehgxYwpIYq7yIhX,Eye in the Sky,A Pilot Project: A Return to the Alan Parsons Project,1mtBjOfcul9ppHF0pz0WDX,['Pilot'],['2kCHDp01zBEg4Y2J3cVTpS'],2,1,False,0.785,0.481,11,-7.337999999999999,0,0.0254,0.6940000000000001,0.0,0.157,0.278,111.993,287387,4.0,2014,2014-08-03
1URFSXJ2hxBhMArftCKADF,Children of the Moon,A Pilot Project: A Return to the Alan Parsons Project,1mtBjOfcul9ppHF0pz0WDX,['Pilot'],['2kCHDp01zBEg4Y2J3cVTpS'],3,1,False,0.741,0.331,2,-9.852,0,0.0311,0.53,0.0,0.121,0.532,87.046,284320,4.0,2014,2014-08-03
4wQJNVppnwXLutM8wdW95T,What Goes Up,A Pilot Project: A Return to the Alan Parsons Project,1mtBjOfcul9ppHF0pz0WDX,['Pilot'],['2kCHDp01zBEg4Y2J3cVTpS'],4,1,False,0.759,0.217,11,-8.963,1,0.0352,0.599,0.00214,0.0995,0.249,101.043,202573,4.0,2014,2014-08-03
0jsuwtQorZNJuPhU4F93hm,Can't Take It with You,A Pilot Project: A Return to the Alan Parsons Project,1mtBjOfcul9ppHF0pz0WDX,['Pilot'],['2kCHDp01zBEg4Y2J3cVTpS'],5,1,False,0.7,0.545,2,-8.677,1,0.0303,0.063,0.0,0.103,0.42,125.004,307773,4.0,2014,2014-08-03
2vCy96o78ynDNsDogeJFd7,Breakdown,A Pilot Project: A Return to the Alan Parsons Project,1mtBjOfcul9ppHF0pz0WDX,['Pilot'],['2kCHDp01zBEg4Y2J3cVTpS'],6,1,False,0.5489999999999999,0.58,7,-7.5139999999999985,0,0.0522,0.62,0.0,0.2269999999999999,0.616,173.97099999999998,226227,4.0,2014,2014-08-03
